client_id,probability
0f82dcefeed6e30f0a382f66b7db88c7,0.6022388
0f970f7a111d92e82e153ccef9d56eb9,0.22970793
0fad4cc0bad65ff0394a4e20bb8e2b27,0.5265374
0ff0fe649132037f6f5bdcb4084dc154,0.10552545
103d968a05e81dc8150b525e31da4035,0.5912927
10c378ecadfdab85149fbffcf2202db9,0.23518251
10d96802d37bd222b0cdfc269cb5da76,0.3471296
110c752138e8039d919bc4733be894fb,0.41653717
11656f3e839565bb7daff8469fbdd4a3,0.19409534
11f1ffb065a96bd210cfc755bfddfbff,0.2120651
1207e6d84c6785af3022c1523af76ac0,0.2859803
1230f8a4d34bf55cabebcfa4107a587f,0.038003597
12362c05404834dc4c6c1cb1cb4c2cd0,0.34491742
123cc9e6e6034c8f42430a27fedb4d5c,0.44374448
128e431eb623724242a4678a341ee302,0.2412656
13189a768f328bf7e036c764fe9e54b6,0.20864053
137b88ab97a3fa80ebb42bfd306a8965,0.34938204
138a2aff06b5ab333a900e33a7a1f10b,0.45184729
1460dcbded1a7662ae3dfc75303b61c2,0.4008152
146a361db097b387400fcfb81b61ab64,0.15068911
147741a0811c674e0fb00808d52b2695,0.8204995
14b92a7ee75652db14eaba2c7a40a369,0.12765491
14c6a248c4b72c2621fb7809d73094e4,0.51232845
1561e4d7adf51abaaa7100d91b91fced,0.32071587
1566036a98f21f80c822bd19423a869a,0.28457475
157e2f0667575192b526fa8feca3a779,0.24176003
159f787755ab1b81316770c2c32919ad,0.75006336
1643bc583f09e71bf8237a0cbadf7039,0.49509907
16574417ec891339c88a983bbddfdec0,0.7824226
16bedb0b451744a9e6c465afaf9ab943,0.11717664
16d5f5a5bbb104c224577a4d75689f06,0.8431488
16d8766aaff61ee9e7ac9f386db8e0fc,0.059561964
175fc778b2dc434b73beb4bf3651d092,0.44474614
177377c1f9da61c18e2979dba631d8f9,0.9620912
17863265e795a5ccf1e4ce9d861159db,0.9556903
1799ca9b2f5f2b03d1e9cf059b2b1219,0.4942276
17b4358c1ed345d881649d350e0dabc7,0.62641335
17bd8e0911569eb27ab1fe592b5918be,0.4000677
1844a5a6507015f4fc3078f21dee0dbe,0.45306137
1856e422d692d04c44f3c2d9ea762a4b,0.14635466
187bb017d01a9a125d58da76ec1d24b0,0.4142565
187f1e3180a43c0806cae12ef28a2def,0.17929465
18c89d23036cc2241467e6aa801d4532,0.109411456
18cb4fb294aed3e2f70b3c05b34a1630,0.16018917
1938b7cb85bfd2c01f953294576d1e33,0.9604586
19aa61630f46c329d58a94d7ec811220,0.37509876
19ce9160bf70256800fa532ad4e73ce4,0.23745997
19dd141c21029cdfeda7622031fbe7c8,0.54345423
1a97b95b5fd2159a3c114dbcf8453a07,0.377214
1aa2a36ff817401289914a5fe43afd47,0.31187153
1b4ef2b51648d4e2e260a846ef266e4b,0.07141063
1b8ae0a863c5eadc6e0c13dae558f169,0.72346157
1b95cf714be0647767080354fd7cf079,0.45389256
1c07ac7cf4c7a8f539d4cf68d5b794b8,0.83794373
1c3126f37ea188db88033f24244311ba,0.855749
1c799cff9ded67facac26128d5afceae,0.03992426
1c8a551fba8087ef64c678982913f551,0.21402118
1cad119091fd09fb7d7d0acdb7a2d616,0.75529045
1d100219fc467704e2b0f684c753a1dc,0.6391704
1dce9638fca8cc53b41900c4edf9131f,0.25767624
1dd1efe731c0f72fba9b0c73f3e77add,0.72799015
1dd8a76776b6cf303e97ac86f12c1400,0.913363
1e8e7c03fc1d96703c750443494b287a,0.27492157
1eade58e33d74fd59c9ce2460c4f171c,0.38344607
1f4ef956c6822a878e572a2376fcb5d9,0.25401077
1f5115773f578bb4056b973e6e7a0593,0.7109633
1f5c9f01df235cf2a0115bf4f42454b4,0.34546006
1f82c805464a70e324a8dcdc684d5409,0.29712635
1f8512a3ca5c9f863a9171cf04ff0a6e,0.3125963
1fc85c262cbef9068fe27db0f5675e8d,0.8938131
208cf9c933c3e20749fae623309b6549,0.09493571
20dfeed7bcee88775061df639c060983,0.5150604
2179e54dc1d8e2dd6d80714280aadbbb,0.71933275
21b02ad331a533c590294fa2a06eae95,0.78982186
21b6e367d4a73d07b54eb2e7f844d036,0.31503344
21f43770a63dfede36ca2d328b8de888,0.7459664
2267a21affb9653362e70c1bbeaabd19,0.069895096
22752e0cdf783fbc0a12893a83eb9025,0.8117967
22fd18b812fa4cb5d53879c1541bfcf3,0.10442224
230d3dea0b56f1ec1b4fe03d421865af,0.424549
23550db55b90443a3f30a9111b6996ce,0.5272973
23b9f4703e8904f0dfb5d05dba11d798,0.5495979
242fbba9c28a9a14135970d5a7c0fe6e,0.92002755
24a63dfd4e20dad30f2b3bc047eefaf7,0.30917153
24e025cbc49a7a26d9e29f0592b8095a,0.5373341
251431637700df09154c635ad1c00d24,0.5794167
26288a7e4c578dd9f8a559282e389eb5,0.36528063
26aa002f6899db01456a195784a5b6f7,0.089450665
26d7c634d050159934bc818c9330d88d,0.051987756
26edfc476a4caaae1baecf051eb1b432,0.71906525
270c750e77ba71f1893119dddf3888a1,0.26582465
274ad6dda7f11e219e2593ef1b0013c5,0.8926156
290c3bb9c2c709d41ebe5cb8bc278048,0.493292
29b1499fa9d6d3c06e9e3f6c4ceaf42a,0.09492506
29bac96a98fb97e4925bcc4273a36a4c,0.6431847
2a037a158776e67ba33d93b64e76fcb1,0.6494579
2b265f10df352b6f590ab4ea856fd5fc,0.6207414
2b5a39d27e8808931217fac9a96eae0d,0.47532135
2beaf3b86f3ef8883c393a45c076a1a1,0.33772933
2c137d748e2e4032bbe00344828558a2,0.13405654
2c5443f55ad82fc02c09020d77568a87,0.78571695
2c84951cecc8d6575f2c09bd63c6b53a,0.055443063
2ca96420038aea24a51db460cbc9bd99,0.69078493
2ceedfb41d51a8524eb67e5c510a0d52,0.4759414
2cf58cd255048aa5ad65e4f44d791a40,0.6864236
2d4858133dbd7db0b65ee0721dbd67cb,0.12662351
2d6fb4f18e3c641d9b3924daebb3acaf,0.3648175
2dcf0ec41e2a4ccc20143b0e36bae5c0,0.38892168
2ddabe3c67faf556bdb652470196ce94,0.20630303
2f0b3371d81381994cae1699c067c3c5,0.5278377
2f3af495b54b52cc96343205c17f27d9,0.55333287
2f751954898db113373a5f2e96d8c310,0.09735716
2f7d48d6c25e1a4f4c4976a03cd880cb,0.42459995
302da6b2274fdc2690372b681c1fbd5f,0.43305665
305375e6f475d6297361d06880e05108,0.8029164
30543381520323b653d076ef51dbf4af,0.7953232
30669b7b5ff4ac087947fe3de9eb7df7,0.3568773
30e067538b20832bd6cadc8fa28452cb,0.043386575
31807d345d4dfd01c9a0d638386fc295,0.4691375
31f8b256aa6bd7a3cf18afbb9ef73246,0.8076279
3237ecd3f59e48ee45432c0c840417fc,0.7156407
32e387b6e006f0d936591de8ce4cea55,0.6288706
32e3ead87b2eb9729db830c23eb4116d,0.055352688
32e9b61fce2917ed59cf09b27a2c2d0a,0.26571387
32f14f792d60a5bbae5ebd47f4ceeefc,0.11401278
348b1fe222c97db91c783c7f3c4db6b1,0.24628074
34c9e0979febb586556b5614b556f84c,0.44278827
34d771cbf883643f0e1d892ccbed5e12,0.6516647
34e57f708aa52f25fae1725bbede6a7e,0.39051145
35c63610a18fd9479f097e06a8556479,0.53604525
3646571bcdb5ddf2da1cdc6943d274f4,0.048116393
36a4d92ad6a87dd1aa3abfeb3c6315be,0.069983624
36f2b6ea13d76183ba8200d89cce6e1a,0.32765707
36fdcd374dccba314e184d1bc8285250,0.44173092
37979462eee882f4bc2ba207a48c9c3f,0.6383425
37a0f6933f49c1202d0233aa18d7e683,0.20407252
37a9b22b0aedaedc75cf78836aadfb07,0.087281585
386a59c5046d3cc8075b29defdf2e1de,0.2717286
3885c19a0259e0e20b76e4a6d809acc9,0.95310056
38a67fccffc6ce108838088cd5ab9013,0.6989694
3944973a39836d907307aa2fb01a51af,0.73287606
39d01adc67e524f67fb7f924feca408d,0.47193274
3c0d5858ab1fbb9c0f8e9b410d2331a5,0.18220225
3c21c6c9522551c56dd82b78d14ce2ee,0.9429798
3cb90aa725875abcb13e5472623c49d6,0.02878282
3cc9a5a997c89e08609e34f7c2b26960,0.28325915
3cfef297ec35f7e70942e2659d80f8c2,0.8498706
3d0e7ab3d27e0f6be2a3b009b1267194,0.6016357
3dd138364dd2b78c698fc9c0317e4d8d,0.4860048
3dda2aad75f4aa22b61c1e7e0c7affa6,0.16389666
3e306994a0cfc39e703418c69eaee8b2,0.8429167
3e456492ddea48232cd921fee013e927,0.5630113
3e97d93d93bb3fd3af8a1cf775bfc987,0.34704632
3ebe899afd3146152854c84bae426812,0.23020753
3f11d9f0411c143e8272b3d6a1bc0a49,0.31020707
3fb8f08fc12d0d53191cc35f543ad1ff,0.83232594
3fd7bdf33dff977192232420c26a02e8,0.6848116
402346432985ad3f02dc0558d7825712,0.065572575
40833f7d72d1a499565a247e031a4625,0.30553997
4085c0895aeecbbc349aeea0f2013101,0.7384878
41146ce831aa7fb0eb11c5d056f4486a,0.10860827
41499f4b1ac4b4c92f972e976f667996,0.44449702
419e3c44513404f90c27fc9b2dc97af5,0.9218303
41a72c0c63cb24d78b2710193edf31d6,0.49206033
41aff7e3dbfa6893e3ab70049373e89f,0.6299729
41f3902c8d140e0b25e5935a5d82f6ab,0.4416466
4205bbd2fa65b4ae88e6d086e979c183,0.13395414
4253d34ad88210746dbde20a5f709d53,0.5613207
42a91e77e9dca2a3dfaf9acaf41af913,0.74540305
42bc7e3300fb3ad7a6c2ac09674076db,0.6306231
43510a0facd1f0653838f6cad04608f6,0.044312757
43c2ea3482544a4f64d158546862bccf,0.40774128
4450f274c72cd90b32565738c64cdc1e,0.56773245
447f896dc49eb7deafa2c8388886427b,0.2994765
4483f33e920f45bf3a30f6f0d0e2e534,0.22936133
448f15a0f9ff955a77a7d61d9d9a489b,0.9250714
449813ff3f5a8a8d9fbc3fc03edce90b,0.61602885
44a6dae928705cbbdd82a4ebae6c115e,0.04937545
44c46e9eafc561d6eba535b2fb33321d,0.122013904
454cded3cf3ec24ad48c31d1c04d3f37,0.11010821
462b7062cc829bc9e360fb2286433184,0.23088236
465b996d74e05ff8b2af624eba356cc4,0.12040654
46c32c6818464df1ae4b91ada410b007,0.1482808
4750af83b1a42e3f45892a3029753c28,0.84374607
4763700551016248d5c65a222980f181,0.23258999
47c43e83cfe626d622098b18b27239e3,0.63296795
481630dc224a210e3255afbbdaa34f79,0.8222902
481a6c3d720cc98cd9d187e1a0706329,0.17782946
4832ccb027149290f5dea864aa3866f2,0.25723332
48b5a7e91ed9fef6c51cb5c547abb5ee,0.8847539
49711c35baedac3dc87cb5629b55ea94,0.111655235
49a4319a96205bdd1519f1d7fbdf0890,0.19465621
4a97c6b93ad707718599d7ea64de0e25,0.8876733
4afd1e7ea3bc30a7fc1d9668d0969830,0.28999203
4b04cf6af4125eff5915a120e026e6c9,0.28379747
4c48add89ccec103c006d17ea3282178,0.0268409
4ceb1bbf445940b4681cd752d9d35ed9,0.3547267
4d22f73f3f300b546464f4f34f655d74,0.49408478
4d52521f797dab274f6a539d9de02cc2,0.853723
4d61ba8cf5711f11fd5e260e8965a9d6,0.40851712
4d86a284e904ac842c3e71d5855e71f0,0.23631549
4e11672ac33b14847b9aa65cc56e4709,0.23590393
4e63e0405272dacd06a4fcba28283b0f,0.18796165
4e6450befb6da6474f12ad4f3433a826,0.7230614
4e731341bedfdd8a9509204b25ea4108,0.5246791
4ec7c9161cf6ff9f53f7c3648f540d7f,0.40452632
4f8f898cd55e81ba277819f37504d7a3,0.8494405
4fa5f58b3500ecd2070fbea1c0b2a58b,0.09941317
50c2d61003cc32819eb6bf4d822af546,0.513252
515401fef3b2674821f0acee58b5b2e6,0.38499853
5168fa0ec6923163feb59dffa6b9774b,0.35475254
51ca84230ef2d5af22004305ab549098,0.63397074
526273e0d93cb99922905da6e439d8a3,0.39722034
5288839aa656ea5ab27f9b110ff6e201,0.74713236
533c25b4b650071653565a49ffccc479,0.20105304
5460691182979ac0d2fb763363419535,0.90370905
54f6566a84d182c59ef3928c6b1c5d90,0.20025335
555a4963db813dd7b0b8d70562754a58,0.14639744
558faee7406823dee81392599f9e0fb1,0.5852921
56157a892db8ab471761e8d063eb3f71,0.89612395
5698a25223537fbd57aea98736696234,0.9470226
56cdbec413064c1c275fde7f6edee5a7,0.43783054
56e83cac646c000bcae2a306f47f5fce,0.20230028
56e8be18f76089c398021ed3f34962d3,0.3076823
5701fe145b67fe2f53aa9bfc971dd96d,0.41125596
575ed23d5b4cbe1d708acd549d0e57e8,0.84981835
57a13ba881a745a2afab860dfa78948f,0.3952937
57d1e82b7c39c1272541f9ec9b759f35,0.37519035
58337f92fbf9838df45ed893e1e82a89,0.31943166
5846cd3fa2e61812ce42e85cca80d188,0.2907266
585ee41f0581dc94a719e7556523bd42,0.30233943
586f502860f9c96ca4d463d0b0f047ce,0.04060275
58e158e8ffba45551e45ae5761be7241,0.15792066
592f66930c8afd85f73a563740736afc,0.42611954
59365781c9a6fa2ebc63e601149e11eb,0.34591907
593fbcd6606c9d045e6deb658b181bb2,0.13401654
594d1f361e44474328a8cd1f40ccdbfd,0.86452025
5963661ff1393bc7823726039e056c4b,0.1089149
5a3558dba9e01e49607776ee6d9e1c5f,0.2349559
5a3b86b47829977f56e419b4745c1898,0.5528017
5a5ae67416bd80efe5370bf897bea58e,0.65111846
5ad05c06ba8584797f59fa7752580449,0.12775746
5adc8c3d1f637d168f54f126baf72819,0.67601454
5ae53506303065cd6ea270af103d3cfd,0.6057169
5b15ea3985c0893c8fe28f9526f5f1a3,0.3119804
5b4b5573bfa6f8f8083c2ebe63fb2ca8,0.9038747
5b5e1c307f44d5a19324250e427b4193,0.40070343
5b5f4597b5004b98139b9422235ccb58,0.5297822
5be2314f09f8f6299127d9d4e003c0d0,0.5080799
5cb635594dc2e5fc21b3875f798983a7,0.11782177
5db0669e462366d6e5f7c2b8c5253914,0.31598413
5eebb793c5a8498c13681d9d1574e377,0.41927046
5f023a881fd144851163b6e5842ef182,0.46495575
5f3d906cc4ff5ee0effcbda4f9925575,0.90591687
5f4244638a3d052c59df2ae5334a6305,0.7558763
5f56d6576783220d6dd7f224e54d794f,0.6642149
5fa5d246e3c2692eecf47b75615c60c2,0.08833325
609ca9518531577cdceebaac072bf409,0.17295352
60c5dbe49dd37add2df45b4164c25ebe,0.35321066
613bdfa010b57b39741096aae8d98b76,0.3215255
6250bfd8538bff3f835cb1e3c9a35f71,0.7120513
6284b2cb0c2364a2e4ddc3dcf6c2156a,0.28518465
6382e7eab0656891cd576702a9a45446,0.603662
63cc54897eae0bd56396bb3df6513c4f,0.270309
63d0e6f690c386895d4e08fe5d0e688f,0.1499932
641064c94be67dcc507f03aba388a872,0.17859806
641be7d65a4a865faaa155429ea80c3c,0.16193151
644d761632e7fb4339d61f554c119bc1,0.13294001
6460db5f998f39be8610aafdc9aa8f55,0.109351784
64ee202c4fd9b204ede4d2bcf8ee3999,0.44160795
64f2e4c12f16620c7c59fbb38f191982,0.07507457
64f4f7dad42c28513f7ba28fa60e97e8,0.26096624
655d3710c5bf14e5dd2db18f3ea3157d,0.09026165
6599b53b685c9f316e60a6fcfeaf3a18,0.056885734
65d6e3e70dcc36f59fd36b764a737662,0.37007734
65d9b0d4d8ce5681f920abe9024fb754,0.31208363
6602b3e1b9f0e28a2f6149debb476f05,0.49670956
6618134ff921dc9ee4c8843103890044,0.6540231
663a854d19b834b0f618f9efae0f6b66,0.7965925
663d83eec687ea12ba470a4b9170469f,0.14514439
664c13a1d033d4968421c8d789a51491,0.4651529
66c2bfc7172a54c85b34adca78fd00c9,0.38443586
66dab4749cc357d828629d84620423e5,0.53275186
66e041602746a244d8198905e7f01daf,0.33545306
672de9e5c61b18c3f33259e0fe94102f,0.3403742
672eb8181dbbe6721b9dcb9822a0d95a,0.50026166
674b73d663145b78ddfe9f92752d6b7c,0.5945903
67acc203cdcfef90a14369c4d4b3587d,0.2606754
67b307744c628eeee0d08eff93d71bd6,0.5251754
6804c1e9e4c8b11bae3bd82bee764052,0.70941055
68134213e5d9c154bfa17ebc82f98319,0.27597147
6849213c7a47bcdbe2b733721692a014,0.7919624
6899424d5d9c65aaa2d57fc74e2e644a,0.31227016
68c7fcdbdbf9abb3c061ae754939f645,0.48655182
691babba2be2e16a5ff2fae539081df7,0.8853493
692a33fd43ff64e75261f8b8afebccb3,0.42304224
6953fe819b99c13aac443292a4d220e7,0.886182
6a2b5e932faa624943b702f9b9c1837e,0.21686175
6a46a93abc2f9bc085124f41839ccd04,0.077317774
6a5f3a79413ef7c127495525752faf3a,0.8941264
6ab72b4de20634e66fb35281c01d419f,0.23180711
6b1bf5dcb20f33efb520178a29577477,0.6279111
6b20ec4a0b7010ae1deb1c72b7506e7e,0.13950562
6b4fce7677d731a405460fc9a7438311,0.66859245
6bde4b706fa5028be4810b1ed22a571d,0.038572423
6c6dbeb09c4c705d0fd26d4fb4afd5a3,0.18775147
6c740b616fabb5f11efa388431ca58ed,0.20134202
6c7f123d86783792cfb2a889618cfeb9,0.37049222
6ca0d9136c759cb1dbb5d4ecac758871,0.13669798
6cd7c62ee9d81f8521476edc422e1641,0.7951785
6d229e22deff9a29582e7567e54265c5,0.5549981
6d607bd8cc87c5ab45b61d5485b79601,0.9483664
6d97a8226bf92a20b10fffbdf1dd91b2,0.099844724
6db0c4375fc6a0f097212ce7da23142b,0.38762644
6e809e8160c3f02036cc49203e6ed1d0,0.87113005
6ecdbf55810a3d5bbb2ba94cf4e136a7,0.32641202
6f452dd2295a030e9b56666034f8235e,0.39388314
6f8d54fad6cc449765fa68fe2d583145,0.055961646
6f8e218adcbb4b5138367f1766425a4d,0.34035397
6fa14adcc0851731095ac8cfa3224c9a,0.15361868
6fd55370fafb8f31240e4b798cb2abf3,0.48022243
6fddab9c2cfb764dadf1783834f7fd83,0.06714721
70571faa93cac34c80e485b452d3f98f,0.86257136
705c767dbe2af26139ce5cd73fc96210,0.8363472
71552240dd63b2a4b5e3fe5613a2c1e2,0.67728513
715fc7d6dd153dbae39599128c9e40d8,0.87956625
718dda00c6923f01b6d2e7b74d4a292c,0.50117815
7273cabbf6890cc9692f1537734783e3,0.8515712
7289dc50fc510efc9ca2788c3277601e,0.60058725
72d1b09b27378be8fad5623a682a0b2f,0.95868444
7308c625050427d3af4b837f1b58be63,0.25366458
732d972fb071453c17cd817b295cca70,0.36103898
736581d94bd8726073ea5d856c4b3a60,0.7199477
73b55cec5dec2566fdfe110f311668ca,0.13471194
73c30d3c73e54ecac2b9e5239a888065,0.43987888
73de62db161edc620fbb94fa0c08a2e9,0.44664815
7412517ca11f3eb1ad457072e1ac1412,0.12039023
743688b62e8c2c87adf16c80f50b663b,0.8165444
756a71cb14c23dbc29b7ed8397dc036b,0.38899705
7596b152495a3cb24eea282bae111941,0.907973
75e18e39f0e650ec9a981b9fb52454a1,0.09657606
75ef4ee394f14cb5631015861f54410b,0.8401269
7619dd10025707aae83d464883ccbe26,0.6285808
7687c82e2bddcf70574cc37dde6a4106,0.6427279
76dcda12f59def30c67c0779220750f8,0.643063
76e5f7be481920e62278dc9e63d78238,0.28416643
76fc88d6d91e94390d282ca6a33ca725,0.3987128
7803c681704a0bc142b334097a2604b5,0.45474726
78ae79a364bc5f7cfc7122a25c346045,0.6141827
799326670ee9b3cce2af53170662831e,0.063068874
79d83fa87570c84a4b5f153e68be1fe5,0.22293912
7a0b3086e56530bb1b3c008b5e7b4879,0.7224653
7a1964d4f78aa6f839ceffdc2725970a,0.07524306
7a2fca05e21c7067b00fe8ee8df0353a,0.09495446
7a67392b97d01aec1ae0cb9246ab1081,0.051195014
7a713c2abfbb034ab342578a6fac58ae,0.39019096
7a7e2edb67860307da9cc1c0b9facbda,0.8544447
7addb407d2a9de91e5d41bbb0adbc407,0.3902728
7b355f484172ada698cba0bd697e4ef6,0.39931
7bb3ba41cc3e3077c70f8f270423804c,0.35742405
7c4f87a44bcf11b1250e8fa0546af712,0.7649973
7c689d697071fc2375b30191c886367c,0.6954313
7cb47bf9d071733c36df63f87c3a98a5,0.77349424
7d5abbe8c74a8779ba490399fdb94f89,0.17203681
7dfcfa431a7f0a5a7f116b0d783ffc5d,0.48161367
7e42f11b24fb144f2bd1a6051aa0f127,0.89008206
7e517b50e499036daa01f0e66aa7fdf6,0.41158575
7eb45a6e9c25d1300d366eb2919b138b,0.44706026
7ecf8655a4f330b51d137c5dad3a301e,0.6999835
7fc1e49afda89c62daab7d2616bd6b1e,0.369982
7fdb78c8b989ee58ddbbf7b7f9159535,0.57888
7ffed26d33ff4a0f4120a65ce57eed35,0.11475924
801584afe2a7edb4dc3fe855152bd98c,0.68951356
80202c047a1251c6cc7c1358981d3c26,0.8355557
80fca37516210b545dff029f55bc47d3,0.055859204
814394434605611feebd6f37b58a8344,0.27926496
81a9716a3457d8216658a78216ad24d1,0.46645245
81edc07b1a0b6a7472516b023abcdce0,0.23978512
81fb810af6ac679fd6a12b890ce23660,0.15712517
824d31ea57a62f3a4b9de664ec7305f0,0.3248154
82dcabaa51b72ccdf28c4cb216ab549f,0.42839378
83439e543c516cc4d2d65b50b0cda7f2,0.7861993
83936d83e3c286ea302fb39929dcbd0b,0.35157496
850477a463787800b03280bd98b46ea1,0.48199543
8507da0222d614f01c45a10d33ed5758,0.72975034
858542b4506ea28fbf1cc1dab3dbbfab,0.28512764
85d4eb5dedf3e1e9c55656ed75fc7289,0.8217461
86204b5b515f0150d6ce480e6fb0ccf7,0.2719586
866a6716d2d45badb26cff60ad3108d5,0.9080789
86854e1f3afe2e7247bf8498f3273a97,0.057700597
86bcdf69708c75c5711eee5c09479377,0.9668077
877101bb1328eee1806d591dee1e137b,0.4430795
877afd262bb3b279b41807a90a8842cc,0.72871614
87aac7cf27feeb5b8f97cee4b34ea959,0.42393216
884356881727a5434cdf9862ae9359a1,0.8666253
887b4a482f565dc8fb621be04c666d1b,0.32670805
88edbb01433dfc9ca6d5d6d4ad2283ea,0.24952853
88fd8f699c9478da15c98cb6f0629488,0.6769608
8975a9a4838dc8fb262061acaabc6948,0.07919754
898cb404ddf4b1a674cd4d0152310ffb,0.20474134
899e34beeb868fb3324c7526d9e3aa94,0.31775215
89a70264917728778fd9373f9233692e,0.064047866
89df1810e24ff2153ea422d00929831b,0.157858
8a732805d3b49d15ee8fe04f711309d5,0.8075817
8ae4b48aa88b79ac0878bd6d224b3029,0.30733976
8b2f00cad1ee31a8d1055696b5f66250,0.95422924
8bd1a7cceb9293a6b548ec9533fdfdb5,0.48723403
8bdb73aa66fa091bbac5b7dc811dbbda,0.25828353
8c3190e864e1322def1cbc5da02452f1,0.23830499
8c3d44a23bd4475f200446e02a931eb3,0.45360216
8cb6157e6f0c0279dddc779c7a258d91,0.21622072
8ccc0b00d112390769594df3a8f277f7,0.33620203
8d06a3d8f4a0ed34dd4e05817f319bbd,0.33785754
8d78276ef7d41163c1f78a7bf30b6cc1,0.15912636
8d80491ed954c955ee4dd122934f2303,0.34900385
8dcd9bd1f339e7c9e8225820695b9912,0.17157985
8de9b781ae9232ea0aa6ae3af732d5db,0.03353093
8e29ba1ca01f44cbbddcd8624f6432df,0.46862245
8e7e058b5b89040b57aa48198ce5486a,0.092437975
8eb4c5711c335f9a8bdea472660faa75,0.051417544
8eec8734cd98dfe6c23d30701da2dcdd,0.14285743
8ef66a1cd54d592b2927373818a44c73,0.7966496
8f31d36ed8797b7db637b6ef2ef47e2a,0.21295913
8f5522c3ff8462655486698c4cc449ed,0.34498647
8f8cbfc41992a5d3b6857d829217e408,0.3511418
8fe0ad209da47d271981f3fee0cb1b6f,0.4471386
8ffa819e28333261e67161c43e076721,0.67200696
9083721835938c77ca3cc7055b420d5c,0.3893182
9088d7ce9232add54364e5620696c757,0.90521395
90bd3f3d45d0155f1d166002987f5b90,0.5235048
90c9b3f4be613c39a5f1feeeeed7f9e6,0.4228213
90e391b8672a7e706ee822687d0eaf54,0.14185518
918f473893bb0cad92c576fbb0d69987,0.66606086
91ff03bc840fe7cd3ce803f98f25a7dd,0.3502397
92131faf8ff9aa6efb7a911072e4e961,0.47503904
9216f8882cd1ea2d77198a8e7e8f6c5f,0.10604813
9228a784fc57def569a3aef2048872e4,0.54291534
92bbdffd70dce42171530e228f67e6f6,0.2960878
92e957ccbdb765653194e1b82f9a1dc1,0.5671613
92ea676de035f02eab2f6a9c7595f670,0.14969201
93109b14bd27fd9b92b1f57b51f7b70b,0.80154544
934c0a5b384a45667929ae5eb19be8b0,0.7795412
94191c7606347a496020867dd9e25c64,0.036484923
9423d7fcdb3a842e5cbc9575b9c895ae,0.09042335
94723ac8417cef6e7331140b5baa5d81,0.106335245
947913ba3f5f459a5b5d243374d0b4e8,0.10445336
94ce6927f305049250499d8c90150379,0.29104346
94de531116d8ca5dfbe2a83a396db6b9,0.30850074
955c4c8db0685dc0e1e7353c62c31451,0.3416443
96606febeda00077a63295e50b69e18c,0.5555692
97144e8da0abdeb5776d41af922f1076,0.19606718
